[2026-02-21 21:32:08] [INFO    ] discord.client: logging in using static token
[2026-02-21 21:32:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'AttendanceBot', 'primary_guild': None, 'mfa_enabled': False, 'id': '1462545872079421440', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '4362', 'clan': None, 'bot': True, 'avatar': 'e9ee29dea088005fc1203acd5f0c0515'}, 'session_type': 'normal', 'session_id': '96cbab478bd81c8fadc762845ffb6905', 'resume_gateway_url': 'wss://gateway-us-east1-d.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1283805186862616697'}, {'unavailable': True, 'id': '1462547441944367198'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['india', 'dubai', 'singapore', 'hongkong', 'jakarta'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1462545872079421440', 'flags': 565248}, '_trace': ['["gateway-prd-arm-us-east1-d-d21z",{"micros":509945,"calls":["id_created",{"micros":586,"calls":[]},"session_lookup_time",{"micros":1143,"calls":[]},"session_lookup_finished",{"micros":10,"calls":[]},"discord-sessions-prd-2-126",{"micros":507844,"calls":["start_session",{"micros":486227,"calls":["discord-api-rpc-bfcc4869-zc69h",{"micros":265587,"calls":["get_user",{"micros":46055},"get_guilds",{"micros":74600},"send_scheduled_deletion_message",{"micros":12},"guild_join_requests",{"micros":2},"authorized_ip_coro",{"micros":12},"pending_payments",{"micros":2487},"apex_experiments",{"micros":144983},"sessions_experiments",{"micros":5},"user_activities",{"micros":3},"played_application_ids",{"micros":3},"linked_users",{"micros":10},"ad_personalization_toggles_disabled",{"micros":3},"regional_feature_config",{"micros":3}]}]},"starting_guild_connect",{"micros":53,"calls":[]},"presence_started",{"micros":16275,"calls":[]},"guilds_started",{"micros":94,"calls":[]},"lobbies_started",{"micros":2,"calls":[]},"guilds_connect",{"micros":2,"calls":[]},"presence_connect",{"micros":5160,"calls":[]},"connect_finished",{"micros":5176,"calls":[]},"build_ready",{"micros":14,"calls":[]},"clean_ready",{"micros":0,"calls":[]},"optimize_ready",{"micros":1,"calls":[]},"split_ready",{"micros":0,"calls":[]}]}]}]']}}
[2026-02-21 21:32:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-21 21:32:10] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 96cbab478bd81c8fadc762845ffb6905).
[2026-02-21 21:32:10] [DEBUG   ] discord.client: Dispatching event connect
[2026-02-21 21:32:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'premium_progress_bar_enabled_user_updated_at': None, 'roles': [{'version': 1768768883163, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1462547441944367198', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1769010667319, 'unicode_emoji': None, 'tags': {'bot_id': '1462545872079421440'}, 'position': 1, 'permissions': '8515702525261888', 'name': 'AAC Attendance Bot', 'mentionable': False, 'managed': True, 'id': '1463561558725627959', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'moderator_reporting': None, 'nsfw_level': 0, 'features': [], 'vanity_url_code': None, 'region': 'deprecated', 'profile': None, 'max_video_channel_users': 25, 'large': False, 'system_channel_flags': 0, 'banner': None, 'explicit_content_filter': 0, 'latest_onboarding_question_id': None, 'afk_timeout': 300, 'id': '1462547441944367198', 'channels': [{'version': 1768768883171, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1462547442741411910', 'flags': 0}, {'version': 1768768883174, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1462547442741411911', 'flags': 0}, {'version': 1768768883206, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1462547442741411910', 'name': 'general', 'last_message_id': '1474665221766516808', 'id': '1462547442741411912', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1768768883219, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1462547442741411911', 'name': 'General', 'last_message_id': None, 'id': '1462547442741411913', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1771684461017, 'type': 4, 'position': 1, 'permission_overwrites': [], 'parent_id': None, 'name': 'machine-learning-operations', 'id': '1462547554544648465', 'flags': 0}, {'version': 1771520417104, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1462547554544648465', 'name': 'attendance-griet', 'last_message_id': '1474766386671652995', 'id': '1462547580729823284', 'flags': 0}, {'version': 1771684472975, 'type': 4, 'position': 2, 'permission_overwrites': [], 'parent_id': None, 'name': 'web-development', 'id': '1462559331546431610', 'flags': 0}, {'version': 1771684481851, 'type': 4, 'position': 3, 'permission_overwrites': [], 'parent_id': None, 'name': 'deep-learning', 'id': '1462559366333857946', 'flags': 0}, {'version': 1771686811082, 'type': 4, 'position': 4, 'permission_overwrites': [], 'parent_id': None, 'name': 'internet-of-things', 'id': '1462559392204460196', 'flags': 0}, {'version': 1771520579797, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '1462559331546431610', 'name': 'attendance-griet', 'last_message_id': '1474089183818813685', 'id': '1462559419656048778', 'flags': 0}, {'version': 1771520878575, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [], 'parent_id': '1462559366333857946', 'name': 'attendance-griet', 'last_message_id': '1474785661570650192', 'id': '1462559455991566347', 'flags': 0}, {'version': 1771684518798, 'type': 0, 'topic': '', 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [], 'parent_id': '1462559392204460196', 'nsfw': False, 'name': 'attendance-griet', 'last_message_id': None, 'id': '1462559475079577752', 'flags': 0}, {'version': 1768830043870, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 5, 'permission_overwrites': [{'type': 0, 'id': '1462547441944367198', 'deny': '377957173312', 'allow': '0'}], 'parent_id': '1462547442741411910', 'name': 'coordinator', 'last_message_id': '1462803746772877436', 'id': '1462803724958171180', 'flags': 0}, {'version': 1771520810942, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 6, 'permission_overwrites': [], 'parent_id': '1462559331546431610', 'name': 'attendance-glec', 'last_message_id': '1474089927359594540', 'id': '1474089864394965073', 'flags': 0}, {'version': 1771520889931, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 7, 'permission_overwrites': [], 'parent_id': '1462559366333857946', 'name': 'attendance-glec', 'last_message_id': '1474786022683443292', 'id': '1474090195715494031', 'flags': 0}, {'version': 1771520903401, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 8, 'permission_overwrites': [], 'parent_id': '1462547442741411910', 'name': 'core-griet', 'last_message_id': '1474785758890954845', 'id': '1474090252208701663', 'flags': 0}, {'version': 1771684496722, 'type': 4, 'position': 5, 'permission_overwrites': [], 'parent_id': None, 'name': 'app-development', 'id': '1474776412266168411', 'flags': 0}, {'version': 1771684505066, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 9, 'permission_overwrites': [], 'parent_id': '1474776412266168411', 'nsfw': False, 'name': 'attendance-griet', 'last_message_id': None, 'id': '1474776447318229095', 'flags': 0}, {'version': 1771684510264, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 10, 'permission_overwrites': [], 'parent_id': '1474776412266168411', 'nsfw': False, 'name': 'attendance-glec', 'last_message_id': None, 'id': '1474776469119959131', 'flags': 0}, {'version': 1771684524205, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 11, 'permission_overwrites': [], 'parent_id': '1462559392204460196', 'nsfw': False, 'name': 'attendance-glec', 'last_message_id': '1474786142430957598', 'id': '1474776527588819137', 'flags': 0}, {'version': 1771686247994, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 12, 'permission_overwrites': [], 'parent_id': '1462547442741411910', 'nsfw': False, 'name': 'core-glec', 'last_message_id': '1474785163123621908', 'id': '1474783757683785891', 'flags': 0}], 'name': 'AAC attendance test server', 'verification_level': 0, 'max_members': 25000000, 'application_id': None, 'threads': [], 'icon': None, 'owner_configured_content_level': 0, 'mfa_level': 0, 'presences': [], 'default_message_notifications': 0, 'premium_tier': 0, 'description': None, 'unavailable': False, 'incidents_data': None, 'lazy': True, 'stage_instances': [], 'member_count': 2, 'members': [{'user': {'username': 'AttendanceBot', 'public_flags': 0, 'primary_guild': None, 'id': '1462545872079421440', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '4362', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'e9ee29dea088005fc1203acd5f0c0515'}, 'roles': ['1463561558725627959'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-21T15:51:07.362000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_scheduled_events': [], 'rules_channel_id': None, 'home_header': None, 'inventory_settings': None, 'application_command_counts': {}, 'premium_features': None, 'premium_progress_bar_enabled': False, 'hub_type': None, 'embedded_activities': [], 'voice_states': [], 'system_channel_id': '1462547442741411912', 'nsfw': False, 'soundboard_sounds': [], 'emojis': [], 'activity_instances': [], 'max_stage_video_channel_users': 50, 'afk_channel_id': None, 'preferred_locale': 'en-US', 'splash': None, 'premium_subscription_count': 0, 'safety_alerts_channel_id': None, 'version': 1768768907462, 'joined_at': '2026-01-21T15:51:07.362000+00:00', 'discovery_splash': None, 'owner_id': '585050925677281308', 'stickers': [], 'public_updates_channel_id': None}}
[2026-02-21 21:32:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-21 21:32:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 3, 'op': 0, 'd': {'premium_progress_bar_enabled_user_updated_at': None, 'roles': [{'version': 1771172322039, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '1694319605435969', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1283805186862616697', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1771172321540, 'unicode_emoji': None, 'tags': {}, 'position': 7, 'permissions': '982410954538583', 'name': 'Alumini', 'mentionable': True, 'managed': False, 'id': '1283807938955317288', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 15844367}, 'color': 15844367}, {'version': 1771172322563, 'unicode_emoji': None, 'tags': {}, 'position': 6, 'permissions': '196608', 'name': 'Seniors', 'mentionable': True, 'managed': False, 'id': '1283808042785181706', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 3447003}, 'color': 3447003}, {'version': 1771172321534, 'unicode_emoji': None, 'tags': {}, 'position': 5, 'permissions': '0', 'name': 'web', 'mentionable': False, 'managed': False, 'id': '1283859539254575137', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1771172321530, 'unicode_emoji': None, 'tags': {}, 'position': 4, 'permissions': '0', 'name': 'R&D', 'mentionable': False, 'managed': False, 'id': '1283859583999148053', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1771172321527, 'unicode_emoji': None, 'tags': {'bot_id': '559426966151757824'}, 'position': 3, 'permissions': '1610968128', 'name': 'NQN', 'mentionable': False, 'managed': True, 'id': '1284195025978396718', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1771172321522, 'unicode_emoji': None, 'tags': {}, 'position': 2, 'permissions': '268436496', 'name': 'Juniors', 'mentionable': False, 'managed': False, 'id': '1404878338027421787', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 1146986}, 'color': 1146986}, {'version': 1769011117700, 'unicode_emoji': None, 'tags': {'bot_id': '1462545872079421440'}, 'position': 1, 'permissions': '8515702525261888', 'name': 'AAC Attendance Bot', 'mentionable': False, 'managed': True, 'id': '1463563447617720323', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'moderator_reporting': None, 'nsfw_level': 0, 'features': ['SOUNDBOARD', 'COMMUNITY', 'GUESTS_ENABLED', 'NEWS'], 'vanity_url_code': None, 'region': 'deprecated', 'profile': None, 'max_video_channel_users': 25, 'large': False, 'system_channel_flags': 0, 'banner': None, 'explicit_content_filter': 2, 'latest_onboarding_question_id': None, 'afk_timeout': 300, 'id': '1283805186862616697', 'channels': [{'version': 1771522717070, 'type': 4, 'position': 5, 'permission_overwrites': [], 'name': 'mlops', 'id': '1462780941696106577', 'flags': 0}, {'version': 1768831187415, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'name': 'resources-and-links', 'last_message_id': '1473610347897159836', 'id': '1404879435340976158', 'flags': 0}, {'version': 1771522713910, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 8, 'permission_overwrites': [{'type': 0, 'id': '1283805186862616697', 'deny': '1048576', 'allow': '0'}, {'type': 0, 'id': '1283807938955317288', 'deny': '0', 'allow': '1049600'}], 'parent_id': '1283859428613034167', 'name': 'general', 'last_message_id': None, 'id': '1283860966198738965', 'flags': 0}, {'version': 1726166071609, 'user_limit': 0, 'type': 2, 'status': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1283805186862616703', 'name': 'vc', 'last_message_id': '1474764978044141689', 'id': '1283805187210874981', 'flags': 0, 'bitrate': 64000}, {'version': 1771522705687, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [], 'parent_id': '1283805186862616703', 'name': 'export-attendance-excel-data', 'last_message_id': '1463582547001872544', 'id': '1462808696529617078', 'flags': 0}, {'version': 1771522705731, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [], 'parent_id': '1283805186862616703', 'name': 'general', 'last_pin_timestamp': '2024-09-17T14:00:40+00:00', 'last_message_id': '1473650318804914352', 'id': '1284784531928514560', 'flags': 0}, {'version': 1771522719269, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 16, 'permission_overwrites': [{'type': 0, 'id': '1283805186862616697', 'deny': '1049600', 'allow': '0'}, {'type': 0, 'id': '1283807938955317288', 'deny': '0', 'allow': '1049600'}], 'parent_id': '1283859232587780106', 'name': 'general', 'last_message_id': '1391085256114962443', 'id': '1283860938767732746', 'flags': 0}, {'version': 1755022434084, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 7, 'permission_overwrites': [{'type': 0, 'id': '1283805186862616697', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1283859539254575137', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1283859583999148053', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1284195025978396718', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1283808042785181706', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1283807938955317288', 'deny': '0', 'allow': '1024'}], 'parent_id': '1283805186862616703', 'name': 'drone', 'last_message_id': '1354163467707482233', 'id': '1331255689477361674', 'flags': 0}, {'version': 1726391996517, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [{'type': 0, 'id': '1283805186862616697', 'deny': '1049600', 'allow': '0'}, {'type': 0, 'id': '1283807938955317288', 'deny': '0', 'allow': '1049600'}], 'parent_id': '1283859504424812554', 'name': 'sr vc', 'last_message_id': '1331278767213117574', 'id': '1283861254028529843', 'flags': 0, 'bitrate': 64000}, {'version': 1771522756148, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 19, 'permission_overwrites': [{'type': 0, 'id': '1283805186862616697', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1283859539254575137', 'deny': '0', 'allow': '1024'}], 'parent_id': '1474097697915928758', 'name': 'resources', 'last_message_id': '1474788509176041673', 'id': '1474098023142523025', 'flags': 0}, {'version': 1771522713917, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 9, 'permission_overwrites': [{'type': 0, 'id': '1283805186862616697', 'deny': '1048576', 'allow': '0'}, {'type': 0, 'id': '1283807938955317288', 'deny': '0', 'allow': '1049600'}], 'parent_id': '1283859428613034167', 'name': 'resources-and-links', 'last_message_id': '1294590787614543892', 'id': '1283861030887489556', 'flags': 0}, {'version': 1771522713879, 'type': 4, 'position': 2, 'permission_overwrites': [{'type': 0, 'id': '1283805186862616697', 'deny': '1048576', 'allow': '0'}, {'type': 0, 'id': '1283807938955317288', 'deny': '0', 'allow': '1049600'}], 'name': 'r&d', 'id': '1283859428613034167', 'flags': 0}, {'version': 1768831187407, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [{'type': 0, 'id': '1283805186862616697', 'deny': '0', 'allow': '0'}, {'type': 0, 'id': '1283808042785181706', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1283859583999148053', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1283859539254575137', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1283807938955317288', 'deny': '0', 'allow': '1024'}], 'name': 'announcements', 'last_message_id': '1405454697728315483', 'id': '1283805186862616701', 'flags': 0}, {'version': 1771522719216, 'type': 4, 'position': 8, 'permission_overwrites': [], 'name': 'iot', 'id': '1462781113792598141', 'flags': 0}, {'version': 1771522709411, 'type': 4, 'position': 1, 'permission_overwrites': [{'type': 0, 'id': '1283805186862616697', 'deny': '1049600', 'allow': '0'}, {'type': 0, 'id': '1283808042785181706', 'deny': '0', 'allow': '1049600'}, {'type': 0, 'id': '1283859539254575137', 'deny': '0', 'allow': '1049600'}], 'name': 'website', 'id': '1474097697915928758', 'flags': 0}, {'version': 1771522717085, 'type': 4, 'position': 7, 'permission_overwrites': [], 'name': 'dl', 'id': '1462781085527310379', 'flags': 0}, {'version': 1771563177792, 'type': 0, 'topic': '', 'rate_limit_per_user': 0, 'position': 15, 'permission_overwrites': [], 'parent_id': '1462781113792598141', 'nsfw': False, 'name': 'attendance-griet', 'last_message_id': '1462808568855265316', 'id': '1462781215500144749', 'flags': 0}, {'version': 1771522705787, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 6, 'permission_overwrites': [], 'parent_id': '1283805186862616703', 'name': 'off-topic', 'last_message_id': '1464262515675369759', 'id': '1283805186862616706', 'flags': 0}, {'version': 1771522719231, 'type': 4, 'position': 9, 'permission_overwrites': [{'type': 0, 'id': '1283805186862616697', 'deny': '1048576', 'allow': '0'}, {'type': 0, 'id': '1283859539254575137', 'deny': '0', 'allow': '1048576'}, {'type': 0, 'id': '1283807938955317288', 'deny': '0', 'allow': '1049600'}], 'name': 'web', 'id': '1283859232587780106', 'flags': 0}, {'version': 1771563121666, 'type': 0, 'topic': '', 'rate_limit_per_user': 0, 'position': 12, 'permission_overwrites': [], 'parent_id': '1462780941696106577', 'nsfw': False, 'name': 'attendance-griet', 'last_message_id': '1474677463568089241', 'id': '1462781148722630827', 'flags': 0}, {'version': 1771562830540, 'type': 0, 'topic': '', 'rate_limit_per_user': 0, 'position': 13, 'permission_overwrites': [], 'parent_id': '1462780989557182561', 'nsfw': False, 'name': 'attendance-griet', 'last_message_id': '1474767406202097684', 'id': '1462781170142937150', 'flags': 0}, {'version': 1768924134082, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1283805186862616703', 'flags': 0}, {'version': 1771522717080, 'type': 4, 'position': 6, 'permission_overwrites': [], 'name': 'webdev', 'id': '1462780989557182561', 'flags': 0}, {'version': 1771522713897, 'type': 4, 'position': 4, 'permission_overwrites': [], 'name': 'coordinator', 'id': '1463198591664263234', 'flags': 0}, {'version': 1771522713889, 'type': 4, 'position': 3, 'permission_overwrites': [{'type': 0, 'id': '1283805186862616697', 'deny': '1049600', 'allow': '0'}, {'type': 0, 'id': '1283807938955317288', 'deny': '0', 'allow': '1049600'}], 'name': 'senior tech', 'id': '1283859504424812554', 'flags': 0}, {'version': 1771563162574, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 22, 'permission_overwrites': [], 'parent_id': '1462781085527310379', 'nsfw': False, 'name': 'attendance-glec', 'last_message_id': None, 'id': '1474267500022857880', 'flags': 0}, {'version': 1771563290602, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 24, 'permission_overwrites': [], 'parent_id': '1474268000331759656', 'nsfw': False, 'name': 'core-griet', 'last_message_id': '1474767770162823188', 'id': '1474268036843311353', 'flags': 0}, {'version': 1771563281857, 'type': 4, 'position': 10, 'permission_overwrites': [], 'parent_id': None, 'name': 'AAC CORE', 'id': '1474268000331759656', 'flags': 0}, {'version': 1771522713937, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 11, 'permission_overwrites': [], 'parent_id': '1463198591664263234', 'name': 'chat-with-your-coordinator', 'last_message_id': '1463198688838156380', 'id': '1463198668336402644', 'flags': 0}, {'version': 1771522705747, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 5, 'permission_overwrites': [], 'parent_id': '1283805186862616703', 'name': 'meets', 'last_message_id': '1459207915805216810', 'id': '1283805186862616705', 'flags': 0}, {'version': 1771522719285, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 17, 'permission_overwrites': [{'type': 0, 'id': '1283805186862616697', 'deny': '1049600', 'allow': '0'}, {'type': 0, 'id': '1283807938955317288', 'deny': '0', 'allow': '1049600'}], 'parent_id': '1283859232587780106', 'name': 'resources-and-links', 'last_message_id': '1381674878704287846', 'id': '1283861001959116821', 'flags': 0}, {'version': 1771565501384, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 25, 'permission_overwrites': [], 'parent_id': '1474268000331759656', 'nsfw': False, 'name': 'core-glec', 'last_message_id': '1474767912240939079', 'id': '1474277309703000248', 'flags': 0}, {'version': 1771562840680, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 20, 'permission_overwrites': [], 'parent_id': '1462780989557182561', 'nsfw': False, 'name': 'attendance-glec', 'last_message_id': None, 'id': '1474266149909827765', 'flags': 0}, {'version': 1771563142957, 'type': 0, 'topic': '', 'rate_limit_per_user': 0, 'position': 21, 'permission_overwrites': [], 'parent_id': '1462780941696106577', 'nsfw': False, 'name': 'attendance-glec', 'last_message_id': None, 'id': '1474267374520766494', 'flags': 0}, {'version': 1771563153787, 'type': 0, 'topic': '', 'rate_limit_per_user': 0, 'position': 14, 'permission_overwrites': [], 'parent_id': '1462781085527310379', 'nsfw': False, 'name': 'attendance-griet', 'last_message_id': '1474767543729262785', 'id': '1462781192020431014', 'flags': 0}, {'version': 1771522737767, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 18, 'permission_overwrites': [{'type': 0, 'id': '1283805186862616697', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1283859539254575137', 'deny': '0', 'allow': '1024'}], 'parent_id': '1474097697915928758', 'name': 'general', 'last_message_id': '1474788258331361321', 'id': '1474097946088837377', 'flags': 0}, {'version': 1771522713926, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 10, 'permission_overwrites': [{'type': 0, 'id': '1283805186862616697', 'deny': '1049600', 'allow': '0'}, {'type': 0, 'id': '1283807938955317288', 'deny': '0', 'allow': '1049600'}], 'parent_id': '1283859504424812554', 'name': 'general', 'last_message_id': '1405277960688369716', 'id': '1283861226623074345', 'flags': 0}, {'version': 1771563169171, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 23, 'permission_overwrites': [], 'parent_id': '1462781113792598141', 'nsfw': False, 'name': 'attendance-glec', 'last_message_id': None, 'id': '1474267527659131036', 'flags': 0}, {'version': 1755019862190, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [{'type': 0, 'id': '1283805186862616697', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1283808042785181706', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1283859583999148053', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1283859539254575137', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1283807938955317288', 'deny': '0', 'allow': '1024'}], 'name': 'resources-and-links', 'last_message_id': '1331247685247827998', 'id': '1283805186862616702', 'flags': 0}], 'name': 'AAC Training and Development', 'verification_level': 1, 'max_members': 25000000, 'application_id': None, 'threads': [], 'icon': '6ce080973496a9ddf199f9a4d96d5435', 'owner_configured_content_level': 0, 'mfa_level': 0, 'presences': [], 'default_message_notifications': 1, 'premium_tier': 0, 'description': None, 'unavailable': False, 'incidents_data': None, 'lazy': True, 'stage_instances': [], 'member_count': 21, 'members': [{'user': {'username': 'AttendanceBot', 'public_flags': 0, 'primary_guild': None, 'id': '1462545872079421440', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '4362', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'e9ee29dea088005fc1203acd5f0c0515'}, 'roles': ['1463563447617720323'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-21T15:58:37.725000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_scheduled_events': [], 'rules_channel_id': '1283805186862616701', 'home_header': None, 'inventory_settings': None, 'application_command_counts': {}, 'premium_features': None, 'premium_progress_bar_enabled': False, 'hub_type': None, 'embedded_activities': [], 'voice_states': [], 'system_channel_id': None, 'nsfw': False, 'soundboard_sounds': [], 'emojis': [], 'activity_instances': [], 'max_stage_video_channel_users': 50, 'afk_channel_id': None, 'preferred_locale': 'en-US', 'splash': None, 'premium_subscription_count': 0, 'safety_alerts_channel_id': None, 'version': 1755019833162, 'joined_at': '2026-01-21T15:58:37.725000+00:00', 'discovery_splash': None, 'owner_id': '697747906580709396', 'stickers': [], 'public_updates_channel_id': '1283805186862616701'}}
[2026-02-21 21:32:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-21 21:32:10] [DEBUG   ] discord.client: Dispatching event guild_available
[2026-02-21 21:32:10] [DEBUG   ] discord.client: Dispatching event guild_available
[2026-02-21 21:32:12] [DEBUG   ] discord.client: Dispatching event ready
[2026-02-21 21:32:14] [DEBUG   ] discord.gateway: Received WSMessage(type=<WSMsgType.CLOSING: 256>, data=None, extra=None)
[2026-02-21 21:32:14] [DEBUG   ] discord.gateway: Websocket closed with 1000, cannot reconnect.
[2026-02-21 21:32:14] [DEBUG   ] discord.client: Dispatching event disconnect
